Justiça Eleitoral - Eleições Municipais 2004
Consulta de Resultados Eleitorais - Quadro Partido/Cargo
UF (RS) - Partido (TODOS) - Cargo (TODOS)
29/03/2009 - 00:39:43  -  Dados sujeitos a alteração
Última atualização em: 06/03/2008

UF,Município,Partido,Cargo,(E) Total de Eleitos,Votos de Legenda,Votos Nominais,(VT)Total de Votos,(VC) Votos Válidos,% (VT/VC)
"RS","HULHA NEGRA","PAN","Vereador","0","0","0","0","3.359","0.000",
"RS","HUMAITA","PAN","Vereador","0","0","0","0","3.835","0.000",
"RS","IBARAMA","PAN","Vereador","0","0","0","0","3.090","0.000",
"RS","IBIACA","PAN","Vereador","0","0","0","0","2.546","0.000",
"RS","IBIRAIARAS","PAN","Vereador","0","0","0","0","5.207","0.000",
"RS","IBIRAPUITA","PAN","Vereador","0","0","0","0","2.885","0.000",
"RS","IBIRUBA","PAN","Vereador","0","0","0","0","13.015","0.000",
"RS","IGREJINHA","PAN","Vereador","0","0","0","0","18.041","0.000",
"RS","IJUI","PAN","Vereador","0","0","0","0","47.048","0.000",
"RS","ILOPOLIS","PAN","Vereador","0","0","0","0","2.941","0.000",
"RS","IMBE","PAN","Vereador","0","0","0","0","9.092","0.000",
"RS","IMIGRANTE","PAN","Vereador","0","0","0","0","2.258","0.000",
"RS","INDEPENDENCIA","PAN","Vereador","0","0","0","0","5.147","0.000",
"RS","INHACORA","PAN","Vereador","0","0","0","0","1.705","0.000",
"RS","IPE","PAN","Vereador","0","0","0","0","4.140","0.000",
"RS","IPIRANGA DO SUL","PAN","Vereador","0","0","0","0","1.581","0.000",
"RS","IRAI","PAN","Vereador","0","0","0","0","5.953","0.000",
"RS","ITAARA","PAN","Vereador","0","0","0","0","3.350","0.000",
"RS","ITACURUBI","PAN","Vereador","0","0","0","0","2.489","0.000",
"RS","ITAPUCA","PAN","Vereador","0","0","0","0","1.644","0.000",
"RS","ITAQUI","PAN","Vereador","0","0","0","0","21.266","0.000",
"RS","ITATI","PAN","Vereador","0","0","0","0","2.365","0.000",
"RS","ITATIBA DO SUL","PAN","Vereador","0","0","0","0","3.343","0.000",
"RS","IVORA","PAN","Vereador","0","0","0","0","1.723","0.000",
"RS","IVOTI","PAN","Vereador","0","0","0","0","11.330","0.000",
"RS","JABOTICABA","PAN","Vereador","0","0","0","0","3.126","0.000",
"RS","JACUIZINHO","PAN","Vereador","0","0","0","0","1.960","0.000",
"RS","JACUTINGA","PAN","Vereador","0","0","0","0","2.759","0.000",
"RS","JAGUARAO","PAN","Vereador","0","0","0","0","17.645","0.000",
"RS","JAGUARI","PAN","Vereador","0","0","0","0","8.440","0.000",
"RS","JAQUIRANA","PAN","Vereador","0","0","0","0","3.267","0.000",
"RS","JARI","PAN","Vereador","0","0","0","0","2.709","0.000",
"RS","JOIA","PAN","Vereador","0","0","0","0","5.423","0.000",
"RS","JULIO DE CASTILHOS","PAN","Vereador","0","0","0","0","12.628","0.000",
"RS","LAGOA BONITA DO SUL","PAN","Vereador","0","0","0","0","2.089","0.000",
"RS","LAGOA DOS TRES CANTOS","PAN","Vereador","0","0","0","0","1.195","0.000",
"RS","LAGOA VERMELHA","PAN","Vereador","0","0","0","0","16.563","0.000",
"RS","LAGOAO","PAN","Vereador","0","0","0","0","4.097","0.000",
